Inputs,Outputs,Nodes,Skip %,Optimizer,Best Val Acc (%),Best Epoch,Final Val Acc (%),Final Val Loss,CPU Load (%),Memory Used (MB),Memory Free (MB),Start Time,End Time,Avg Time (ns),Average Weight,Edge Count,Learning Rate,Dropout Rate,L2 Lambda,Adam Beta1,Adam Beta2,Adam Epsilon,RMSprop Decay,RMSprop Epsilon,Depth,Total Nodes,Layer Config,Architecture String,Teacher Params,Student Params,Baseline Params
NA,NA,NA,10.0,Config4,55.50000000000001,170,52.5,0.5384344293085896,12.58,98,413,216172349756400,216172355473900,5953253.0,1.014381,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,762
NA,NA,NA,10.0,Config6,56.00000000000001,213,47.5,0.6187957457743225,11.86,124,387,216213105973800,216213111043900,5107227.5,1.077847,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,762
NA,NA,NA,10.0,Config3,60.0,230,55.50000000000001,0.6339047616066874,12.49,110,401,216192782907600,216192787884400,4900952.5,1.483745,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,762
NA,NA,NA,10.0,Config5,56.49999999999999,317,49.0,0.5674753021797635,12.67,120,391,216206471142600,216206476603000,5467447.0,1.330243,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,762
NA,NA,NA,10.0,Config4,54.0,222,43.5,0.6496907639673701,12.41,114,397,216199589679700,216199595729600,5315853.5,1.482934,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,762
NA,NA,NA,10.0,Config6,58.5,375,52.0,0.5814785477014175,12.52,140,371,216240155189300,216240160361000,5282582.0,0.904314,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,762
NA,NA,NA,10.0,Config3,59.0,89,49.5,0.6168135520768735,12.35,128,383,216219685404700,216219692053000,5070547.0,1.435111,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,762
NA,NA,NA,10.0,Config5,59.5,348,52.5,0.5503316079485465,12.4,136,375,216233413121100,216233418201100,5250044.5,1.197456,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,762
NA,NA,NA,10.0,Config4,56.49999999999999,124,53.5,0.5809866179528528,12.52,132,379,216226737559300,216226742644300,5741159.5,1.150289,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,762
NA,NA,NA,100.0,Config6,56.00000000000001,157,48.0,0.707904163553821,12.73,217,294,220583674334300,220583681642200,8107372.5,1.246727,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.99999999999999,14,45.0,0.7195663198011486,12.59,212,299,220574734685100,220574744080600,9498578.5,1.534683,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,57.99999999999999,196,50.0,0.6023505820805449,11.97,208,303,220564814174100,220564822919100,8859633.5,0.909837,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,61.0,178,44.5,0.8558694357279701,12.43,204,307,220555317579800,220555326182400,8198880.0,1.658222,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,55.00000000000001,39,50.0,0.741267209322944,11.68,234,277,220620734902700,220620743627800,8817760.0,1.787222,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.99999999999999,280,54.0,0.6895260042948501,11.89,230,281,220611267634900,220611275881100,9055877.5,2.062108,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,60.5,80,50.5,0.7528078861679762,12.62,226,285,220601907610800,220601916609500,8863757.5,1.570194,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,59.5,270,54.50000000000001,0.6502626060226272,12.66,222,289,220592547972500,220592556200900,7762951.5,1.639982,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,55.50000000000001,368,49.5,0.6229459742066248,12.39,252,259,220657603103000,220657611714300,8627803.0,1.158746,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.49999999999999,98,50.5,0.7030478027807189,12.03,248,263,220648376586100,220648384925500,9158307.5,1.785552,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,56.99999999999999,303,54.0,0.6658054640647403,12.33,244,267,220638993487300,220639002299700,9377525.0,1.234843,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,57.99999999999999,221,45.5,0.7607570354544937,12.69,240,271,220629257587700,220629264769700,7479026.0,1.507802,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,25.0,Config6,56.99999999999999,132,49.0,0.6585060962869481,12.51,146,365,217159316672100,217159321937500,5363039.5,1.251751,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,55.50000000000001,16,49.0,0.7792725717725816,12.62,132,379,217138932569000,217138938662100,6011315.0,1.637948,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,60.5,39,44.5,0.6147037071991914,12.12,140,371,217152743178500,217152748549900,5646583.5,1.102712,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,56.99999999999999,321,45.0,0.6644826600468486,12.54,136,375,217145965420800,217145971944900,5909092.5,1.59654,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,58.5,338,49.0,0.7004204943303547,12.4,162,349,217186475322800,217186480686800,5434173.5,0.968685,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,55.00000000000001,296,53.0,0.6931411482476861,12.44,150,361,217166100935800,217166106849200,5974354.5,1.753803,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,57.49999999999999,289,50.0,0.6683391666287267,12.47,158,353,217179830049000,217179835479200,5703259.5,1.454265,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,56.99999999999999,12,51.0,0.6915502569019034,12.42,154,357,217173045376500,217173051046500,5926942.5,1.327869,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,59.0,30,44.0,0.6367899230520654,12.58,178,333,217213960160800,217213965940100,5918302.5,1.14818,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,55.00000000000001,112,47.5,0.7262335314725512,12.28,166,345,217193318383400,217193324232900,6062780.0,1.471342,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,55.00000000000001,158,38.0,0.8196629236838102,12.52,174,337,217206953546900,217206959466400,5794908.0,1.385513,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,55.00000000000001,202,44.5,0.8137849553283975,12.23,170,341,217200171729500,217200178184500,5926044.5,1.334487,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,50.0,Config6,53.5,397,50.5,0.5866872375021296,12.72,148,363,218153013249900,218153019447700,6144771.5,1.365068,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,55.50000000000001,261,51.0,0.6746128821543018,13.1,144,367,218146233516400,218146240107800,6791500.0,1.307486,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,53.5,207,47.5,0.626368280646575,12.69,140,371,218139137395200,218139143718800,6901877.0,1.38858,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,53.0,49,44.0,0.6693617664401704,12.42,136,375,218131809417400,218131815112900,5659975.5,1.550862,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,56.49999999999999,46,48.0,0.7105850084961662,12.62,166,345,218181652750100,218181658909000,6206950.5,1.219005,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,56.99999999999999,195,48.0,0.6983983288011705,12.22,160,351,218174828949400,218174835813400,7146133.0,1.306099,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,57.99999999999999,30,46.5,0.7244534635363883,12.14,156,355,218167433774900,218167440236000,7649593.5,1.430951,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,57.99999999999999,6,48.5,0.6900931404248568,12.63,152,359,218159624105200,218159629612300,5765614.0,1.675327,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,56.49999999999999,225,45.0,0.7327373531090171,12.51,182,329,218210018335700,218210024619400,6316603.0,1.045696,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,59.0,264,54.50000000000001,0.635688057494951,12.37,178,333,218203123095000,218203130745400,7778720.0,1.297629,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,59.0,219,47.5,0.7712609932275588,12.67,174,337,218195337049800,218195343548800,6553911.0,1.557394,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,61.0,29,50.5,0.7245433377924251,12.21,170,341,218188379290700,218188385189700,6001141.5,1.850295,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,75.0,Config6,57.49999999999999,199,51.0,0.6231475886656171,12.45,172,339,219302172023000,219302179878100,7194223.5,1.655683,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,61.0,12,50.0,0.6664863621079273,12.8,164,347,219293949951600,219293957952600,7648900.5,1.418959,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,56.00000000000001,2,45.5,0.7535427798460291,12.56,160,351,219285777920200,219285785291000,7588823.5,1.813773,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,56.49999999999999,35,51.0,0.6653865019402231,12.68,166,345,183097141473900,183097148877300,7440481.5,1.562825,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config3,52.5,104,48.5,0.6653439704464668,12.21,156,355,219277634597900,219277644864400,9206280.5,1.253724,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1028
NA,NA,NA,75.0,Config6,58.5,168,52.0,0.6877830932438151,12.63,190,321,219335695051300,219335701088000,6391258.5,1.282342,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,56.00000000000001,324,49.0,0.6995400418662477,12.4,184,327,219328192441600,219328198880900,7730632.5,1.332117,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,57.99999999999999,29,46.0,0.7166657575521808,12.37,180,331,219319674805500,219319682564300,8284059.0,1.538764,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,54.50000000000001,204,47.0,0.7726778854190313,12.47,176,335,219310525026500,219310532494200,8063875.5,1.787871,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config6,56.00000000000001,224,47.5,0.7460679083964337,12.73,208,303,219368725366700,219368731592100,6730238.0,1.814474,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,60.0,18,52.0,0.7287278286889939,11.56,204,307,219360849239200,219360858688100,8010134.5,1.762052,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,60.0,142,52.0,0.6893988176708058,12.59,200,311,219351953412600,219351960390400,7575574.0,1.394425,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,57.99999999999999,17,48.5,0.7452884837761643,12.53,196,315,219343695269600,219343702282300,6869297.5,1.550648,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
22,2,22N-6N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-6N-2N,25.0,Config6,58.5,29,49.0,0.7181085417881714,12.47,109,402,114403712379300,114403718700900,6798225.0,1.613932,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,132,"[22, 6, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-6n-2o,,790,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,58.5,621,51.0,0.5763820281103578,12.55,104,407,114396780064800,114396785779700,5571111.5,1.40578,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,707,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,58.5,13,53.0,0.6229623214058112,12.44,100,411,114390414852300,114390420101400,5407111.0,1.455589,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,683,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,60.0,23,52.0,0.6456747201258759,12.57,96,415,114384077222300,114384082221200,5625380.5,1.640589,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,168,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,685,718
22,2,22N-9N-9N-9N-9N-2N,25.0,Config3,55.00000000000001,47,48.0,0.6888771934803095,12.46,109,402,131138132159700,131138139022100,7200679.5,1.278998,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,6,60,"[22, 9, 9, 9, 9, 2]",22n-9n-9n-9n-9n-2o,,754,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,60.0,93,51.5,0.6768493846409268,12.36,93,418,114377506314100,114377511641600,5076019.0,1.569222,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,10,108,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,692,718
22,2,22N-11N-11N-11N-2N-22N-11N-11N-11N-2N,25.0,Config2,59.0,156,46.0,0.7050129055934158,12.3,105,406,131130811470300,131130818785500,6185969.5,1.309184,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,10,114,"[22, 11, 11, 11, 2, 22, 11, 11, 11, 2]",22n-11n-11n-11n-2o,,751,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,57.99999999999999,144,50.5,0.7309384888570883,12.6,89,422,114371473571500,114371478303600,5174358.0,1.311771,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,695,718
22,2,22N-5N-5N-5N-5N-5N-5N-5N-2N-22N-5N-5N-5N-5N-5N-5N-5N-2N,25.0,Config6,55.00000000000001,322,47.0,0.6701174417095249,12.26,12,499,114442943176000,114442947991900,5423691.5,1.13196,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,118,"[22, 5, 5, 5, 5, 5, 5, 5, 2, 22, 5, 5, 5, 5, 5, 5, 5, 2]",22n-5n-5n-5n-5n-5n-5n-5n-2o,,662,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,56.99999999999999,205,44.5,0.6012828580012638,12.71,8,503,114436288000800,114436293990300,5878968.5,1.348425,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,720,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,60.0,601,46.5,0.6888466224993587,12.5,4,507,114429645546600,114429652158300,6322772.0,1.476974,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,701,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,57.49999999999999,106,50.5,0.6023861804013158,12.29,120,391,114422463390900,114422468345700,5248039.0,1.288748,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,24,224,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,699,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,54.50000000000001,6,53.0,0.6867482755025192,12.48,116,395,114415948135200,114415953240400,5286574.5,1.618544,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,15,162,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,683,718
22,2,22N-11N-11N-11N-2N,25.0,Config2,56.99999999999999,119,50.5,0.7014923032665206,12.22,8,503,131164605561500,131164612057600,6595727.5,1.42412,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,5,57,"[22, 11, 11, 11, 2]",22n-11n-11n-11n-2o,,752,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,58.5,231,54.0,0.689130393461148,12.31,112,399,114409843943100,114409850281500,5093667.0,1.469245,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,703,718
22,2,22N-5N-5N-5N-5N-5N-5N-5N-2N-22N-5N-5N-5N-5N-5N-5N-5N-2N,25.0,Config6,58.5,156,49.5,0.621624032992052,12.47,34,477,114482099217900,114482103852100,5219932.5,0.958897,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,118,"[22, 5, 5, 5, 5, 5, 5, 5, 2, 22, 5, 5, 5, 5, 5, 5, 5, 2]",22n-5n-5n-5n-5n-5n-5n-5n-2o,,654,718
22,2,22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N-22N-6N-6N-6N-6N-6N-6N-2N,25.0,Config5,59.0,596,48.0,0.7123794133860031,12.22,30,481,114475669189100,114475674946300,5716454.5,1.650616,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,32,240,"[22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2, 22, 6, 6, 6, 6, 6, 6, 2]",22n-6n-6n-6n-6n-6n-6n-2o,,688,718
22,2,22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N-22N-7N-7N-7N-7N-7N-2N,25.0,Config4,60.5,691,53.5,0.6057333796796377,12.32,26,485,114469115355500,114469120885400,5826237.5,1.377807,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,28,236,"[22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2, 22, 7, 7, 7, 7, 7, 2]",22n-7n-7n-7n-7n-7n-2o,,689,718
22,2,22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N-22N-8N-8N-8N-8N-2N,25.0,Config3,58.5,167,55.50000000000001,0.581632256095512,12.58,22,489,114462509424400,114462516157700,5560749.5,1.456713,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,18,168,"[22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2, 22, 8, 8, 8, 8, 2]",22n-8n-8n-8n-8n-2o,,685,718
22,2,22N-9N-9N-9N-9N-2N,25.0,Config3,56.99999999999999,58,48.5,0.600185342861119,12.58,38,473,131205599551300,131205605682300,6800349.0,1.456861,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,6,60,"[22, 9, 9, 9, 9, 2]",22n-9n-9n-9n-9n-2o,,741,718
22,2,22N-10N-10N-10N-2N-22N-10N-10N-10N-2N-22N-10N-10N-10N-2N,25.0,Config2,56.99999999999999,562,55.50000000000001,0.6271850870677738,12.62,18,493,114456003571600,114456009045300,5390708.0,1.377504,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,15,162,"[22, 10, 10, 10, 2, 22, 10, 10, 10, 2, 22, 10, 10, 10, 2]",22n-10n-10n-10n-2o,,686,718
22,2,22N-11N-11N-11N-2N,25.0,Config2,64.5,85,59.5,0.5932061791501606,12.35,32,479,131198725386700,131198731649800,6685482.0,1.526503,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,5,57,"[22, 11, 11, 11, 2]",22n-11n-11n-11n-2o,,750,718
22,2,22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N-22N-14N-14N-2N,25.0,Config1,60.5,26,50.5,0.6288135973844275,12.16,16,495,114449628230600,114449635329900,5800476.0,0.982551,28,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,16,208,"[22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2, 22, 14, 14, 2]",22n-14n-14n-2o,,698,718
NA,NA,NA,0.0,Config6,56.99999999999999,200,50.5,0.5750946972530017,12.31,34,477,215220846983700,215220851981800,4972654.5,0.787166,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,56.49999999999999,279,52.5,0.6287025830380842,12.66,25,486,215207034343600,215207039688900,5356375.0,1.129299,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,58.5,161,49.0,0.7197638458989845,12.61,21,490,215200092043100,215200097169900,4959047.5,1.394607,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,56.00000000000001,150,47.0,0.6624832646128388,12.51,30,481,215214037618000,215214042737900,5347305.5,1.068846,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,57.49999999999999,119,46.5,0.5532260433523656,12.75,52,459,215248851817000,215248856480000,4929022.0,0.895754,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,58.5,114,42.0,0.5938280485366225,12.45,42,469,215235011230800,215235016870400,5610715.0,0.868171,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,60.0,44,47.5,0.7207111272148468,12.09,38,473,215227743378000,215227748299900,5092135.0,1.331688,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,60.0,193,47.0,0.6846643437683713,12.61,48,463,215242091671500,215242096958200,5413725.5,0.899165,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,60.0,201,47.0,0.5807645632209597,12.82,69,442,215276222246700,215276227037800,5074245.5,0.977834,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,61.0,44,51.5,0.5721977835258084,12.49,60,451,215262424780000,215262429892100,5269743.0,1.318164,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
