Inputs,Outputs,Nodes,Skip %,Optimizer,Best Val Acc (%),Best Epoch,Final Val Acc (%),Final Val Loss,CPU Load (%),Memory Used (MB),Memory Free (MB),Start Time,End Time,Avg Time (ns),Average Weight,Edge Count,Learning Rate,Dropout Rate,L2 Lambda,Adam Beta1,Adam Beta2,Adam Epsilon,RMSprop Decay,RMSprop Epsilon,Depth,Total Nodes,Layer Config,Architecture String,Teacher Params,Student Params,Baseline Params
NA,NA,NA,10.0,Config3,59.0,371,56.99999999999999,0.614871170809627,12.31,266,245,216862695418700,216862700477300,4808814.0,1.32759,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,762
NA,NA,NA,10.0,Config5,58.5,181,53.5,0.6191491133670979,12.42,274,237,216875828532500,216875833703100,5268099.0,1.062856,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,762
NA,NA,NA,10.0,Config4,58.5,313,54.50000000000001,0.5463365340861995,12.74,270,241,216869227939800,216869233070400,5214286.5,1.133878,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,762
NA,NA,NA,100.0,Config6,57.49999999999999,387,53.0,0.6599229349494253,12.58,42,469,221477613631900,221477621600600,8423825.5,1.199029,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.49999999999999,300,44.0,0.7423884450070142,12.31,38,473,221468471600000,221468480183800,9451237.0,1.718286,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,58.5,212,47.5,0.7759907396108977,12.62,32,479,221458652357200,221458662357700,8999061.5,2.047658,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,59.5,170,50.5,0.6070219390859917,12.01,28,483,221449222993600,221449230055700,8036878.5,1.347896,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,56.00000000000001,222,45.5,0.7303960186874177,12.57,60,451,221515477063500,221515485331600,8728909.5,1.650909,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.99999999999999,84,48.5,0.7466878894142188,12.08,56,455,221506105699800,221506115465800,9486094.0,1.572599,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,56.00000000000001,200,50.0,0.7640517578242114,12.23,50,461,221496335992000,221496345375000,8967064.5,1.804255,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,58.5,21,49.5,0.6618643995246724,12.67,46,465,221486915147400,221486922885600,8294743.5,1.508957,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,59.0,131,46.5,0.7779726135965838,12.75,78,433,221553194710100,221553203877200,9417495.0,1.734036,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,58.5,212,51.5,0.6819793430049039,12.46,72,439,221543249208800,221543257912700,8908654.5,1.556716,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,57.49999999999999,62,45.5,0.767377858965219,11.89,68,443,221533888550600,221533898958100,8859498.0,1.789229,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,58.5,296,50.5,0.5666621739736548,12.76,64,447,221524676175200,221524684174000,8298076.0,1.068385,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,25.0,Config6,54.50000000000001,1,45.0,0.6110609305975703,12.0,246,265,217817813078800,217817818430200,5493445.0,0.950552,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,57.49999999999999,279,48.5,0.7315133248860123,12.46,234,277,217797261473000,217797267477900,5957923.5,1.582813,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,56.00000000000001,29,54.50000000000001,0.59164957687699,12.64,242,269,217811170147700,217811175527800,6007521.0,1.126556,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,54.50000000000001,292,45.5,0.6268341180728135,12.49,238,273,217804116760700,217804122887600,5696838.0,1.355832,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,57.99999999999999,200,46.5,0.6935443474550937,12.66,262,249,217844994168000,217844999693700,5650537.5,1.342851,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,58.5,70,43.0,0.7512257314969539,12.69,250,261,217824612972300,217824618704200,5808144.0,1.350206,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,63.0,15,53.5,0.570215347136571,12.46,258,253,217838165196700,217838171117200,5937477.5,1.271408,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,58.5,378,55.50000000000001,0.6731650421185925,12.68,254,257,217831287875700,217831293184400,5506369.0,1.744888,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,25.0,Config6,57.99999999999999,255,50.0,0.6448172360289236,12.44,280,231,217873180326100,217873185829400,6108296.0,1.255388,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,830
NA,NA,NA,25.0,Config3,59.0,326,53.0,0.6181289762713013,12.27,266,245,217852313114300,217852319302900,6535187.0,1.747098,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,830
NA,NA,NA,25.0,Config5,56.99999999999999,202,47.0,0.6835160868100211,12.44,274,237,217865962348000,217865967864800,5663108.0,1.350877,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,830
NA,NA,NA,25.0,Config4,57.49999999999999,272,53.5,0.6120657350930057,12.46,270,241,217859083787100,217859089847100,5692760.0,1.362059,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,830
NA,NA,NA,50.0,Config6,56.49999999999999,223,45.5,0.7865140782191482,12.8,254,257,218890428136100,218890435086900,7359353.0,1.569671,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,55.00000000000001,24,51.5,0.6796052019933314,12.55,248,263,218882253776800,218882261421600,8067764.5,1.273352,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,58.5,389,53.5,0.6992060665178834,12.31,244,267,218873706715300,218873713712100,9579698.5,1.993331,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,55.50000000000001,87,45.5,0.6974393020055412,12.34,240,271,218863758374700,218863765704300,8911026.0,1.416855,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,64.0,48,50.5,0.6569076278890067,12.68,270,241,218925491209500,218925498388300,6910223.5,1.855931,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,60.0,226,44.0,0.7441274423511507,12.47,266,245,218917817053600,218917824816000,8780472.5,1.45174,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,59.0,193,59.0,0.6288982211709366,12.67,262,249,218908843610100,218908851674400,7844465.0,1.582638,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,57.99999999999999,95,48.0,0.6112890670049154,12.19,258,253,218900004353100,218900012605700,8092208.0,1.097612,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,50.0,Config6,56.00000000000001,220,46.5,0.7695534936802663,12.5,286,225,218955528065200,218955534474600,6870009.5,1.309035,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,924
NA,NA,NA,50.0,Config5,57.49999999999999,233,48.0,0.7236345389495006,12.49,282,229,218947935096600,218947941573500,7254488.0,1.967196,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,924
NA,NA,NA,50.0,Config4,56.00000000000001,220,49.5,0.7799013858850341,12.48,278,233,218940283922200,218940290438200,6889750.5,1.948999,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,924
NA,NA,NA,50.0,Config3,56.49999999999999,96,46.5,0.6924492714776962,12.58,274,237,218932746602000,218932752462100,6234536.5,1.131464,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,924
NA,NA,NA,75.0,Config6,56.99999999999999,40,48.0,0.6266110071040257,12.34,4,507,220117122680600,220117130821600,7433890.0,1.471736,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,58.5,248,56.99999999999999,0.6515011343408547,11.7,298,213,220108062533300,220108070065700,7883702.0,1.961084,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,59.5,253,57.49999999999999,0.6146010300491871,12.34,294,217,220098958691100,220098966797200,7742671.0,1.789792,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,56.49999999999999,32,50.5,0.6183879192338098,12.56,290,221,220090009004900,220090017430800,8376314.5,1.667391,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config6,56.00000000000001,56,52.5,0.6351996858468056,12.74,22,489,220158734592000,220158743868200,8456678.5,1.51845,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,54.0,218,45.0,0.7057619762468818,12.49,16,495,220148605711300,220148612814100,8482308.0,1.046435,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,57.49999999999999,324,53.5,0.6308634190043102,12.17,12,499,220138813187700,220138823334300,9387216.0,1.826352,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,51.5,4,48.0,0.7198776359218632,12.63,6,505,183801896067500,183801901876200,5874400.0,1.456778,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,75.0,Config3,52.5,58,51.0,0.7328752270745634,11.0,8,503,220128106451200,220128116456900,9406143.0,1.466369,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1028
NA,NA,NA,75.0,Config6,56.99999999999999,392,50.0,0.6224143933829382,12.58,40,471,220195380109200,220195387032500,7161323.5,1.766115,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1020
NA,NA,NA,75.0,Config5,60.0,220,49.0,0.7522576399887132,12.59,34,477,220186592301900,220186599736800,8559902.0,2.136681,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1020
NA,NA,NA,75.0,Config4,61.0,248,53.5,0.6892724173261797,12.47,30,481,220176839822800,220176847428800,7487376.5,2.000098,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1020
NA,NA,NA,75.0,Config3,59.5,159,52.5,0.6259212903230814,12.1,26,485,220168131618000,220168140222200,8608830.5,1.508858,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1020
NA,NA,NA,0.0,Config6,54.50000000000001,59,51.5,0.5252903437711739,12.43,23,488,214878382735400,214878390114000,6826801.0,1.061521,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,53.5,2,44.5,0.6490919694081216,12.4,14,497,214860158910600,214860166989200,8235004.0,1.178969,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,54.0,3,46.0,0.7286716387655214,11.74,10,501,214850008453500,214850016243200,7132292.5,1.071835,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,56.99999999999999,163,50.5,0.559521205537703,12.47,19,492,214869595189000,214869601409700,7466347.0,0.729171,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,53.5,0,43.0,0.5656983661852931,12.79,19,492,214911370271400,214911374985300,5186032.0,0.980647,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,53.5,42,48.0,0.5969948242961184,12.38,10,501,214896021012100,214896027241000,6971752.5,0.928056,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,56.00000000000001,143,42.5,0.7354344159153205,12.6,6,505,214887151910200,214887160282100,6733155.0,1.237203,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,50.0,9,42.5,0.562035897323703,11.95,15,496,214904234199600,214904239747200,6472241.0,1.189136,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,0.0,Config6,58.5,35,45.5,0.6111795265183735,12.53,13,498,214939404564400,214939409561300,5040517.5,0.56877,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,718
NA,NA,NA,0.0,Config4,55.00000000000001,183,43.0,0.6836347049609292,12.54,4,507,214925459036900,214925464620900,5452444.5,0.860577,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,718
NA,NA,NA,0.0,Config3,54.0,5,44.5,0.8154722634886816,12.45,23,488,214918282618700,214918287379300,5066683.5,1.225321,22,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,718
NA,NA,NA,0.0,Config5,59.5,53,49.0,0.5573873798890614,12.67,8,503,214932520016600,214932525542600,5399378.0,1.068672,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,718
NA,NA,NA,10.0,Config6,56.00000000000001,156,51.0,0.6096669869408532,12.58,164,347,215915441206500,215915446889800,5306183.0,1.522823,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,768
NA,NA,NA,10.0,Config3,57.99999999999999,125,50.0,0.706562551837593,12.35,152,359,215894706001100,215894711271500,5489475.0,1.371888,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,768
NA,NA,NA,10.0,Config5,60.5,194,55.50000000000001,0.6114959484453696,12.51,160,351,215908561731400,215908567228900,5610658.0,1.375436,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,768
NA,NA,NA,10.0,Config4,56.49999999999999,197,48.0,0.6588469636188365,12.34,156,355,215901589899500,215901595305900,5409802.0,1.307647,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,768
NA,NA,NA,10.0,Config6,56.00000000000001,175,45.5,0.685386552838968,12.69,182,329,215942735020100,215942740282400,5275878.0,1.394432,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,768
NA,NA,NA,10.0,Config3,57.99999999999999,195,53.0,0.6098196458764226,12.27,168,343,215922093418000,215922098944200,4963684.5,1.456671,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,768
NA,NA,NA,10.0,Config5,55.50000000000001,12,42.5,0.7175828348392979,12.67,176,335,215935893496300,215935898963700,5509864.5,1.549511,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,768
NA,NA,NA,10.0,Config4,57.49999999999999,1,49.0,0.6741962108938311,12.41,172,339,215928997768200,215929003232600,5460835.0,1.255139,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,768
NA,NA,NA,10.0,Config6,57.99999999999999,128,45.5,0.7093854002647783,12.37,198,313,215970609291700,215970614811700,5188420.0,1.145585,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,768
NA,NA,NA,10.0,Config3,53.5,48,43.0,0.7726833322339267,12.79,186,325,215949504206500,215949509616200,5190308.0,1.658873,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,768
NA,NA,NA,10.0,Config5,62.5,8,51.0,0.5991573014577471,12.61,194,317,215963791292700,215963796959800,5826280.5,1.044766,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,768
NA,NA,NA,10.0,Config4,59.5,59,48.5,0.7101085687250763,12.34,188,323,215956551687200,215956558145100,5697773.0,1.307793,18,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,768
NA,NA,NA,100.0,Config6,59.0,79,50.5,0.7903548454394083,12.41,58,453,220232233230000,220232241507900,8233336.5,1.962656,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.00000000000001,88,50.0,0.6963990911464586,12.49,52,459,220223219708300,220223228015000,9045416.0,1.580934,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,56.00000000000001,20,49.5,0.7509148014068039,12.58,48,463,220213747161400,220213755547200,8728420.5,1.854055,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,54.50000000000001,57,46.0,0.6518200164867372,12.03,44,467,220204552773000,220204563346300,8081564.0,1.117596,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,52.5,26,44.0,0.6972977448904563,12.11,74,437,220272687899800,220272696303700,9122858.5,1.676519,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.49999999999999,106,53.0,0.7627479927627735,11.93,70,441,220262968058100,220262976759800,9983934.0,2.274057,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,55.00000000000001,2,48.5,0.7540734769845551,11.18,66,445,220252657085300,220252666243500,10452903.5,1.963677,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,59.5,143,52.5,0.6686357835215453,11.15,62,449,220241827878200,220241838464900,8459103.0,1.046856,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,100.0,Config6,60.0,10,52.0,0.671803586208606,12.16,92,419,220314354643400,220314370191300,10435165.0,2.030691,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1146
NA,NA,NA,100.0,Config5,56.00000000000001,16,51.5,0.7994422224551804,12.46,88,423,220303394003500,220303403777300,10677169.5,1.613006,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,1146
NA,NA,NA,100.0,Config4,51.0,17,46.5,0.7768061432499849,11.73,84,427,220292483418100,220292494654700,9799659.0,1.540546,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,1146
NA,NA,NA,100.0,Config3,57.99999999999999,48,50.0,0.7197188543991493,11.75,80,431,220282204250200,220282212436000,8406958.0,1.580004,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,1146
NA,NA,NA,25.0,Config6,55.00000000000001,0,52.0,0.6846574569606841,12.14,296,215,216910338889200,216910344128400,5545249.0,1.517463,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,837
NA,NA,NA,25.0,Config3,56.99999999999999,195,48.5,0.7555116575265574,12.49,282,229,216890000429400,216890006343300,6466627.0,1.47982,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,837
NA,NA,NA,25.0,Config5,56.00000000000001,4,42.5,0.7519057430517151,12.46,290,221,216903607218600,216903614077700,6087811.0,1.641257,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,837
NA,NA,NA,25.0,Config4,54.50000000000001,58,46.0,0.6730117845024927,12.57,286,225,216896656687100,216896662084800,5533757.0,1.345971,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,837
NA,NA,NA,25.0,Config6,54.50000000000001,102,51.0,0.6423256774321345,12.59,12,499,216937898313500,216937904110900,5635589.0,1.105874,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,837
NA,NA,NA,25.0,Config3,54.0,86,47.5,0.7979896919121643,12.22,300,211,216917356308200,216917362645600,6297223.5,1.632384,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,837
NA,NA,NA,25.0,Config5,57.49999999999999,196,53.0,0.6755670818870214,12.68,8,503,216931072359500,216931078424900,5984952.0,1.225615,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,837
NA,NA,NA,25.0,Config4,56.99999999999999,1,48.0,0.7091465477676201,12.46,4,507,216924176742400,216924182414200,5716654.5,1.255282,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,837
NA,NA,NA,25.0,Config6,54.50000000000001,115,48.5,0.593107072419262,12.42,28,483,216965797316100,216965802676800,5744060.0,1.063179,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,837
NA,NA,NA,25.0,Config3,53.5,28,50.0,0.661886524532753,12.45,16,495,216944839958600,216944846635500,6083127.0,1.54938,20,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,837
NA,NA,NA,25.0,Config5,61.0,183,55.00000000000001,0.5829178735814262,12.4,24,487,216958858269700,216958863930600,5710746.5,1.271541,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,837
NA,NA,NA,25.0,Config4,56.49999999999999,188,54.50000000000001,0.5887571516097357,12.38,20,491,216952077199000,216952082769200,6225863.5,1.476012,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,837
NA,NA,NA,50.0,Config6,53.5,150,49.5,0.7325565265115356,12.48,296,215,217901275423800,217901281791100,6214491.0,1.642261,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,929
NA,NA,NA,50.0,Config5,54.50000000000001,1,47.5,0.765852484842223,12.33,292,219,217894233624000,217894240372000,6699211.0,1.417689,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,929
NA,NA,NA,50.0,Config4,51.0,123,48.0,0.706260654253875,12.46,288,223,217886997592400,217887003644600,6526373.5,1.209198,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,929
NA,NA,NA,50.0,Config3,53.5,9,46.5,0.6749920983492866,12.27,284,227,217879891406600,217879896843100,5576207.0,1.338806,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,929
NA,NA,NA,50.0,Config6,51.5,41,44.0,0.6860129439085157,12.69,14,497,217929397221700,217929403094200,6226687.5,1.364411,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,929
NA,NA,NA,50.0,Config5,55.50000000000001,85,49.0,0.73738202176603,12.63,8,503,217922396962300,217922404083900,6578017.0,1.423832,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,929
NA,NA,NA,50.0,Config4,50.0,74,48.0,0.7267463842639988,11.81,4,507,217915250132800,217915256311500,6309418.0,1.454199,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,929
NA,NA,NA,50.0,Config3,55.50000000000001,52,51.5,0.6634503038846579,12.45,300,211,217908186224600,217908191996400,6045670.0,1.435098,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,929
NA,NA,NA,50.0,Config6,61.0,2,52.5,0.6375082128979461,12.63,30,481,217958166091700,217958172609400,6296683.0,1.163187,10,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,929
NA,NA,NA,50.0,Config5,58.5,9,47.5,0.7126815186397668,12.26,26,485,217951160730200,217951167221200,6806633.0,1.552219,12,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,5,929
NA,NA,NA,50.0,Config4,53.5,138,49.0,0.7456277261251885,12.53,22,489,217943857208700,217943863534200,6895473.0,1.483072,14,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,4,929
NA,NA,NA,50.0,Config3,53.0,73,47.5,0.7752327612746196,12.06,18,493,217936510439700,217936516665000,6138193.5,1.572254,16,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,3,929
NA,NA,NA,75.0,Config6,53.5,80,48.5,0.6596278627179888,12.3,4,507,218991108853300,218991115133700,6966729.5,1.120346,8,0.01,0.3,0.0015,0.99,0.999,1.0,0.99,1.0,NA,NA,NA,NA,,6,1028
